run,frame,clusters
14,2050,1
14,2100,1
14,2150,1
14,2200,1
14,2250,1
14,2300,1
14,2350,1
14,2400,1
14,2450,1
14,2500,1
14,2550,1
14,2600,1
14,2650,1
14,2700,1
14,2750,1
14,2800,1
14,2850,1
14,2900,1
14,2950,1
14,3000,1
15,50,15
15,100,14
15,150,13
15,200,13
15,250,12
15,300,11
15,350,11
15,400,11
15,450,9
15,500,7
15,550,6
15,600,6
15,650,5
15,700,5
15,750,4
15,800,4
15,850,4
15,900,4
15,950,3
15,1000,3
15,1050,3
15,1100,3
15,1150,3
15,1200,2
15,1250,2
15,1300,2
15,1350,2
15,1400,2
15,1450,3
15,1500,3
15,1550,3
15,1600,3
15,1650,3
15,1700,2
15,1750,2
15,1800,2
15,1850,2
15,1900,2
15,1950,2
15,2000,2
15,2050,2
15,2100,2
15,2150,2
15,2200,2
15,2250,1
15,2300,1
15,2350,1
15,2400,1
15,2450,1
15,2500,1
15,2550,1
15,2600,1
15,2650,1
15,2700,1
15,2750,1
15,2800,1
15,2850,1
15,2900,1
15,2950,1
15,3000,1
16,50,12
16,100,12
16,150,12
16,200,11
16,250,10
16,300,9
16,350,7
16,400,6
16,450,7
16,500,7
16,550,5
16,600,5
16,650,4
16,700,4
16,750,2
16,800,2
16,850,2
16,900,2
16,950,2
16,1000,1
16,1050,1
16,1100,1
16,1150,1
16,1200,1
16,1250,1
16,1300,1
16,1350,1
16,1400,1
16,1450,1
16,1500,1
16,1550,1
16,1600,1
16,1650,1
16,1700,1
16,1750,1
16,1800,1
16,1850,1
16,1900,1
16,1950,1
16,2000,1
16,2050,1
16,2100,1
16,2150,1
16,2200,1
16,2250,1
16,2300,1
16,2350,1
16,2400,1
16,2450,1
16,2500,1
16,2550,1
16,2600,1
16,2650,1
16,2700,1
16,2750,1
16,2800,1
16,2850,1
16,2900,1
16,2950,1
16,3000,1
17,50,10
17,100,10
17,150,10
17,200,8
17,250,8
17,300,8
17,350,8
17,400,9
17,450,9
17,500,7
17,550,6
17,600,5
17,650,4
17,700,4
17,750,4
17,800,4
17,850,3
17,900,3
17,950,2
17,1000,2
17,1050,2
17,1100,2
17,1150,2
17,1200,2
17,1250,2
17,1300,2
17,1350,2
17,1400,2
17,1450,2
17,1500,2
17,1550,1
17,1600,1
17,1650,1
17,1700,1
17,1750,1
17,1800,1
17,1850,1
17,1900,1
17,1950,1
17,2000,1
17,2050,1
17,2100,1
17,2150,1
17,2200,1
17,2250,1
17,2300,1
17,2350,1
17,2400,1
17,2450,1
17,2500,1
17,2550,1
17,2600,1
17,2650,1
17,2700,1
17,2750,1
17,2800,1
17,2850,1
17,2900,1
17,2950,1
17,3000,1
18,50,12
18,100,12
18,150,11
18,200,9
18,250,9
18,300,8
18,350,8
18,400,7
18,450,7
18,500,7
18,550,7
18,600,7
18,650,5
18,700,6
18,750,5
18,800,5
18,850,6
18,900,6
18,950,6
18,1000,5
18,1050,5
18,1100,5
18,1150,5
18,1200,5
18,1250,5
18,1300,5
18,1350,5
18,1400,5
18,1450,5
18,1500,4
18,1550,4
18,1600,4
18,1650,3
18,1700,3
18,1750,4
18,1800,4
18,1850,3
18,1900,3
18,1950,3
18,2000,3
18,2050,3
18,2100,3
18,2150,3
18,2200,3
18,2250,3
18,2300,3
18,2350,3
18,2400,3
18,2450,3
18,2500,3
18,2550,3
18,2600,3
18,2650,3
18,2700,3
18,2750,3
18,2800,3
18,2850,3
18,2900,3
18,2950,3
18,3000,3
19,50,14
19,100,10
19,150,10
19,200,10
19,250,11
19,300,9
19,350,9
19,400,7
19,450,6
19,500,5
19,550,5
19,600,4
19,650,4
19,700,4
19,750,4
19,800,4
19,850,3
19,900,3
19,950,3
19,1000,2
19,1050,2
19,1100,2
19,1150,2
19,1200,2
19,1250,2
19,1300,2
19,1350,2
19,1400,2
19,1450,2
19,1500,2
19,1550,2
19,1600,2
19,1650,2
19,1700,1
19,1750,1
19,1800,1
19,1850,1
19,1900,1
19,1950,1
19,2000,1
19,2050,1
19,2100,1
19,2150,1
19,2200,1
19,2250,1
19,2300,1
19,2350,1
19,2400,1
19,2450,1
19,2500,1
19,2550,1
19,2600,1
19,2650,1
19,2700,1
19,2750,1
19,2800,1
19,2850,1
19,2900,1
19,2950,1
19,3000,1
20,50,12
20,100,12
20,150,11
20,200,10
20,250,8
20,300,9
20,350,6
20,400,6
20,450,6
20,500,5
20,550,5
20,600,6
20,650,5
20,700,5
20,750,5
20,800,4
20,850,4
20,900,4
20,950,4
20,1000,4
20,1050,4
20,1100,4
20,1150,3
20,1200,3
20,1250,3
20,1300,3
20,1350,2
20,1400,3
20,1450,3
20,1500,2
20,1550,2
20,1600,2
20,1650,2
20,1700,2
20,1750,2
20,1800,2
20,1850,2
20,1900,1
20,1950,1
20,2000,1
20,2050,1
20,2100,1
20,2150,1
20,2200,1
20,2250,1
20,2300,1
20,2350,1
20,2400,1
20,2450,1
20,2500,1
20,2550,1
20,2600,1
20,2650,1
20,2700,1
20,2750,1
20,2800,1
20,2850,1
20,2900,1
20,2950,1
20,3000,1
21,50,6
21,100,7
21,150,7
21,200,4
21,250,3
21,300,4
21,350,4
21,400,4
21,450,4
21,500,4
21,550,4
21,600,4
21,650,4
21,700,2
21,750,2
21,800,2
21,850,2
21,900,2
21,950,1
21,1000,1
21,1050,1
21,1100,1
21,1150,1
21,1200,1
21,1250,1
21,1300,1
21,1350,1
21,1400,1
21,1450,1
21,1500,1
21,1550,1
21,1600,1
21,1650,1
21,1700,1
21,1750,1
21,1800,1
21,1850,1
21,1900,1
21,1950,1
21,2000,1
21,2050,1
21,2100,1
21,2150,1
21,2200,1
21,2250,1
21,2300,1
21,2350,1
21,2400,1
21,2450,1
21,2500,1
21,2550,1
21,2600,1
21,2650,1
21,2700,1
21,2750,1
21,2800,1
21,2850,1
21,2900,1
21,2950,1
21,3000,1
22,50,14
22,100,12
22,150,12
22,200,12
22,250,11
22,300,9
22,350,10
22,400,9
22,450,8
22,500,7
22,550,8
22,600,7
22,650,6
22,700,6
22,750,5
22,800,5
22,850,6
22,900,4
22,950,4
22,1000,3
22,1050,3
22,1100,3
22,1150,3
22,1200,3
22,1250,2
22,1300,2
22,1350,2
22,1400,2
22,1450,2
22,1500,2
22,1550,2
22,1600,2
22,1650,2
22,1700,2
22,1750,2
22,1800,2
22,1850,2
22,1900,2
22,1950,2
22,2000,2
22,2050,2
22,2100,2
22,2150,1
22,2200,1
22,2250,1
22,2300,1
22,2350,1
22,2400,1
22,2450,1
22,2500,1
22,2550,1
22,2600,1
22,2650,1
22,2700,1
22,2750,1
22,2800,1
22,2850,1
22,2900,1
22,2950,1
22,3000,1
23,50,12
23,100,13
23,150,12
23,200,11
23,250,10
23,300,8
23,350,7
23,400,7
23,450,6
23,500,6
23,550,5
23,600,4
23,650,4
23,700,4
23,750,4
23,800,3
23,850,3
23,900,3
23,950,3
23,1000,3
23,1050,2
23,1100,2
23,1150,2
23,1200,2
23,1250,2
23,1300,2
23,1350,2
23,1400,2
23,1450,2
23,1500,2
23,1550,2
23,1600,2
23,1650,2
23,1700,2
23,1750,2
23,1800,2
23,1850,2
23,1900,2
23,1950,2
23,2000,2
23,2050,2
23,2100,2
23,2150,2
23,2200,2
23,2250,2
23,2300,2
23,2350,2
23,2400,2
23,2450,2
23,2500,2
23,2550,2
23,2600,2
23,2650,2
23,2700,2
23,2750,2
23,2800,2
23,2850,2
23,2900,2
23,2950,2
23,3000,2
24,50,8
24,100,7
24,150,7
24,200,5
24,250,5
24,300,6
24,350,6
24,400,6
24,450,6
24,500,6
24,550,6
24,600,6
24,650,6
24,700,6
24,750,5
24,800,4
24,850,4
24,900,2
24,950,2
24,1000,1
24,1050,1
24,1100,1
24,1150,1
24,1200,1
24,1250,1
24,1300,1
24,1350,1
24,1400,1
24,1450,1
24,1500,1
24,1550,1
24,1600,1
24,1650,1
24,1700,1
24,1750,1
24,1800,1
24,1850,1
24,1900,1
24,1950,1
24,2000,1
24,2050,1
24,2100,1
24,2150,1
24,2200,1
24,2250,1
24,2300,1
24,2350,1
24,2400,1
24,2450,1
24,2500,1
24,2550,1
24,2600,1
24,2650,1
24,2700,1
24,2750,1
24,2800,1
24,2850,1
24,2900,1
24,2950,1
24,3000,1
25,50,11
25,100,12
25,150,10
25,200,9
25,250,9
25,300,9
25,350,9
25,400,8
25,450,8
25,500,8
25,550,8
25,600,6
25,650,7
25,700,6
25,750,6
25,800,6
25,850,5
25,900,5
25,950,5
25,1000,5
25,1050,4
25,1100,4
25,1150,4
25,1200,3
25,1250,3
25,1300,3
25,1350,3
25,1400,2
25,1450,1
25,1500,1
25,1550,1
25,1600,1
25,1650,1
25,1700,1
25,1750,1
25,1800,1
25,1850,1
25,1900,1
25,1950,1
25,2000,1
25,2050,1
25,2100,1
25,2150,1
25,2200,1
25,2250,1
25,2300,1
25,2350,1
25,2400,1
25,2450,1
25,2500,1
25,2550,1
25,2600,1
25,2650,1
25,2700,1
25,2750,1
25,2800,1
25,2850,1
25,2900,1
25,2950,1
25,3000,1
26,50,11
26,100,9
26,150,10
26,200,10
26,250,9
26,300,9
26,350,6
26,400,6
26,450,4
26,500,4
26,550,4
26,600,4
26,650,4
26,700,5
26,750,5
26,800,5
26,850,5
26,900,5
26,950,5
26,1000,5
26,1050,5
26,1100,5
26,1150,5
26,1200,5
26,1250,4
26,1300,4
26,1350,4
26,1400,4
26,1450,4
26,1500,4
26,1550,4
26,1600,4
26,1650,4
26,1700,4
26,1750,4
26,1800,4
26,1850,4
26,1900,4
26,1950,4
26,2000,4
26,2050,3
26,2100,3
26,2150,3
26,2200,3
26,2250,3
26,2300,3
26,2350,3
26,2400,3
26,2450,3
26,2500,3
26,2550,2
26,2600,2
26,2650,2
26,2700,2
26,2750,2
26,2800,2
26,2850,2
26,2900,2
26,2950,2
26,3000,2
27,50,8
27,100,7
27,150,6
27,200,7
27,250,7
27,300,8
27,350,7
27,400,7
27,450,7
27,500,5
27,550,5
27,600,7
27,650,5
27,700,4
27,750,4
27,800,4
27,850,4
27,900,3
27,950,3
27,1000,3
27,1050,3
27,1100,3
27,1150,3
27,1200,3
27,1250,3
27,1300,3
27,1350,2
27,1400,2
27,1450,1
27,1500,1
27,1550,1
27,1600,1
27,1650,1
27,1700,1
27,1750,1
27,1800,1
27,1850,1
27,1900,1
27,1950,1
27,2000,1
27,2050,1
27,2100,1
27,2150,1
27,2200,1
27,2250,1
27,2300,1
27,2350,1
27,2400,1
27,2450,1
27,2500,1
27,2550,1
27,2600,1
27,2650,1
27,2700,1
27,2750,1
27,2800,1
27,2850,1
27,2900,1
27,2950,1
27,3000,1
28,50,10
28,100,8
28,150,9
28,200,9
28,250,9
28,300,9
28,350,9
28,400,9
28,450,9
28,500,8
28,550,6
28,600,5
28,650,4
28,700,4
28,750,4
28,800,4
28,850,4
28,900,4
28,950,4
28,1000,3
28,1050,3
28,1100,2
28,1150,2
28,1200,2
28,1250,2
28,1300,2
28,1350,2
28,1400,2
28,1450,2
28,1500,2
28,1550,2
28,1600,2
28,1650,2
28,1700,2
28,1750,2
28,1800,2
28,1850,2
28,1900,2
28,1950,2
28,2000,2
28,2050,2
28,2100,2
28,2150,2
28,2200,2
28,2250,2
28,2300,2
28,2350,2
28,2400,2
28,2450,2
28,2500,2
28,2550,2
28,2600,2
28,2650,2
28,2700,2
28,2750,2
28,2800,2
28,2850,2
28,2900,2
28,2950,2
28,3000,2
29,50,12
29,100,12
29,150,12
29,200,10
29,250,8
29,300,7
29,350,7
29,400,6
29,450,6
29,500,6
29,550,5
29,600,5
29,650,4
29,700,4
29,750,4
29,800,4
29,850,3
29,900,3
29,950,3
29,1000,2
29,1050,2
29,1100,2
29,1150,2
29,1200,2
29,1250,2
29,1300,2
29,1350,2
29,1400,2
29,1450,2
29,1500,2
29,1550,2
29,1600,2
29,1650,2
29,1700,2
29,1750,2
29,1800,2
29,1850,2
29,1900,1
29,1950,1
29,2000,1
29,2050,1
29,2100,1
29,2150,1
29,2200,1
29,2250,1
29,2300,1
29,2350,1
29,2400,1
29,2450,1
29,2500,1
29,2550,1
29,2600,1
29,2650,1
29,2700,1
29,2750,1
29,2800,1
29,2850,1
29,2900,1
29,2950,1
29,3000,1
30,50,6
30,100,7
30,150,7
30,200,6
30,250,6
30,300,5
30,350,5
30,400,6
30,450,4
30,500,4
30,550,4
30,600,4
30,650,4
30,700,4
30,750,4
30,800,4
30,850,3
30,900,3
30,950,3
30,1000,2
30,1050,2
30,1100,2
30,1150,2
30,1200,2
30,1250,2
30,1300,1
30,1350,1
30,1400,1
30,1450,1
30,1500,1
30,1550,1
30,1600,1
30,1650,1
30,1700,1
30,1750,1
30,1800,1
30,1850,1
30,1900,1
30,1950,1
30,2000,1
30,2050,1
30,2100,1
30,2150,1
30,2200,1
30,2250,1
30,2300,1
30,2350,1
30,2400,1
30,2450,1
30,2500,1
30,2550,1
30,2600,1
30,2650,1
30,2700,1
30,2750,1
30,2800,1
30,2850,1
30,2900,1
30,2950,1
30,3000,1
